Open Price,High Price,Low Price,Close Price,Trade Value,Number Of Trades,Traded Quantity
1148.1,1152.5,1131,1136.25,3666879628,106108,3218009
1135,1142.5,1122,1137.05,3820774624,107775,3371500
1134,1160,1117,1121.25,4233996103,106567,3753999
1135,1158.95,1128.55,1139.65,4287225460,131724,3750218
1139.9,1162.1,1128.35,1131.9,5760833305,124462,5033306
1148,1164,1137.55,1139.9,7481937163,168749,6518307
1066,1155,1054.35,1133,17059827437,335583,15113503
1057,1091,1048.1,1083.4,4697626038,82289,4375647
1062,1062.95,1030.85,1049.95,3435500122,95213,3282606
1056.3,1069.95,1052.1,1055.7,2835019451,66784,2680311
1061.5,1067.4,1055.5,1063.3,1675521986,47934,1578358
1060.05,1067.9,1047.9,1050.8,2799255720,79845,2647044
1074.65,1074.65,1058.9,1069.35,2982910238,76128,2794164
1085.5,1085.5,1062.25,1074.05,2655975461,62085,2474893
1099.95,1102.45,1076.05,1078.9,2162230784,53877,1987681
1100,1108.95,1093.2,1105.25,996433258.7,18982,903275
1090.15,1109.95,1087,1105.4,4377467436,75143,3971969
1101.1,1106.6,1083,1086.3,2820380076,65379,2576985
1101.25,1110,1097.3,1104.7,1846706112,52409,1672531
1090,1110,1090,1104.75,3055046035,51103,2763476
1102.05,1104.45,1090.1,1096.35,673969561.2,20528,615027
1095.05,1102.5,1087.05,1100.85,1575200228,38571,1435464
1097.45,1097.45,1080.1,1083.75,2230938914,51963,2054627
1077,1107.4,1065.95,1103.45,2372706848,61692,2165506
1103.4,1103.4,1079.45,1083.15,3923650703,65866,3609910
1100,1109.8,1088,1107.1,2726907089,87599,2479391
1083.4,1098,1083.4,1095.85,3003094116,66894,2747926
1073.25,1079.1,1058.8,1077.55,2909926024,76821,2715904
1049.5,1073.15,1048.05,1069.5,2568018429,104978,2408336
1054,1061.9,1045.9,1052.8,2837606869,84930,2695099
1036.6,1051.6,1030.3,1047.35,2906945254,80028,2793873
1043,1046.95,1022.55,1028.2,3532487392,85433,3409127
1045.05,1062.75,1039.3,1044.4,3010683590,87394,2862186
1055.3,1059,1040,1046.25,2365448287,65005,2256935
1049,1064.9,1040.1,1049.05,4385928455,209805,4187765
1061,1064.8,1049.05,1057.75,2908624058,110543,2752363
1079.95,1079.95,1059,1060.7,3403928891,90123,3198808
1088,1095,1072.95,1079,3192356940,76585,2949275
1070,1098.3,1056.2,1087.9,9808155224,108763,9052767
1058,1070,1045,1066.35,2728062596,69214,2571239
1040.95,1059.5,1040.05,1052.4,5182136976,114757,4926984
1050,1050.8,1037,1041.15,2256779096,58310,2162901
1050,1062.4,1038,1053.7,2959155997,90521,2808175
1048,1063.2,1042.05,1052.4,3205219968,151348,3041489
1030.25,1052,1023.8,1047.8,4434439167,169433,4269811
1041,1045.15,1011.25,1020,5203187274,163352,5062626
1080,1082.9,1052,1061.5,3813081588,130125,3592053
1083.65,1094,1067.2,1080.2,3680672584,84079,3404167
1099.95,1106,1090,1100.8,1931991868,86653,1760434
1118,1118,1103,1107.6,392348102,13196,353652
1127.5,1127.5,1100.1,1103.85,2607306463,56153,2340026
1120,1140,1115.2,1134.6,3453897091,73732,3062838
1123,1143.9,1122.9,1138.3,1721665529,43442,1513086
1142.95,1145,1119.4,1122.9,1328964252,33057,1172653
1150.1,1157.6,1132.3,1136.8,1831716977,60740,1602786
1133.4,1150.45,1133.4,1145.5,2067599136,47225,1807341
1130,1135.8,1114.1,1131.2,1991855083,44108,1772494
1145,1145,1130,1135.45,2295389842,57656,2022338
1153.1,1155.9,1136.05,1145.05,3366420196,74479,2943662
1144.5,1158,1139,1153.2,3014378474,95707,2627736
1150,1155,1144.1,1149.4,3025971573,79833,2631874
1154,1158.5,1143.15,1152.15,1839079238,82222,1597971
1141.8,1153,1125.1,1149.9,3443080808,117698,3016681
1125,1146.85,1125,1138.4,4140724665,89639,3639049
1113,1130,1110.6,1125.95,4929630466,101555,4394155
1102,1116,1100.5,1111.95,4074985829,128555,3673747
1099,1101.4,1090,1094.9,3513919100,74364,3209496
1099.9,1104.35,1089.1,1097.35,4525182630,184169,4127833
1091.45,1115.55,1087.2,1097.6,4894629064,158291,4432755
1107.45,1111,1085.2,1099.4,8407859526,286593,7663431
1199,1219.8,1109,1122.9,17411498956,347437,15202485
1136,1172.9,1136,1167.4,6800309814,172120,5891069
1136.4,1149.6,1126.05,1132.15,5158746113,166680,4540437
1156,1168.75,1128.45,1133.2,5267146098,140151,4591244
1187.05,1192.55,1148.1,1154.6,5056464091,159201,4355940
1173,1189.35,1162,1181.75,4049050302,124032,3440880
1169.9,1197.75,1160,1173.05,6406992205,141361,5432197
1134.4,1168.95,1125.95,1161.95,5465842643,111323,4747846
1102,1133.4,1097.5,1121.85,4870966739,101045,4349685
1139.95,1142.85,1101,1105.55,5453974745,125955,4894232
1113.5,1152.7,1110,1140.55,7626005048,172169,6699631
1107.45,1126.35,1097.45,1116.25,2649467639,57336,2379127
1115,1135.95,1101.1,1107.45,5406315826,125741,4813493
1100,1108.85,1092.5,1104.65,2398899362,58851,2175617
1111.8,1117.9,1099.05,1104.45,6420302313,99715,5788438
1108,1109.75,1098.3,1101.65,4123798313,75566,3739120
1099.4,1103.2,1088.15,1099.2,2905803864,76986,2645943
1099,1104,1082.65,1099.75,3591310758,68749,3278538
1091.55,1106.4,1085.5,1090.75,5412265896,106420,4941905
1084.9,1091.5,1061,1080.45,4515821660,113306,4181502
1087.1,1099.6,1072,1088.7,4980040937,116781,4574332
1062,1074,1052.3,1058.8,2902178636,78414,2729748
1084.95,1085,1055,1058.75,2759194352,81606,2590494
1103,1111,1067,1073.95,3949456565,100163,3659444
1110.15,1112,1092.5,1099.35,4728764107,77626,4295268
1098,1115,1090,1099.45,6158267847,127845,5585915
1090,1114.6,1082,1089,4988709110,144963,4535775
1134.85,1134.85,1082.5,1094.4,5445048323,112811,4958532
1101.6,1124.9,1101.6,1111.05,4018120272,92660,3604410
1088,1100.1,1078.05,1082.8,8330972041,139887,7671696
1089.8,1097,1059,1064.6,6193033242,116990,5749106
1100,1119,1044.5,1085.65,7452313810,153510,6867539
1109.95,1123,1078.6,1092.05,7818945727,161508,7061342
1140.9,1160.95,1117.5,1149.9,6197560617,118867,5411071
1159,1168.5,1128,1134.55,4770761082,100655,4184557
1170,1186.2,1162.8,1175.55,4040513416,92901,3434759
1150,1177.7,1150,1164.35,2422304913,103875,2075223
1150,1153.45,1122.5,1142.15,1765591232,50967,1553718
1165,1168.7,1143.1,1149.25,2957892577,87830,2554533
1147,1166.85,1055.55,1158,5654928106,128074,4893980
1115,1149,1111,1144.4,5781511942,186856,5084220
1098.8,1116.9,1095.7,1109.15,4186948059,122276,3787203
1098,1106.35,1067,1086,2184169819,55130,1996377
1079.5,1101,1078.5,1095.6,2733064426,99571,2494029
1094,1105.5,1077,1086.95,3941508986,94093,3619126
1062,1090,1061.95,1086.35,2568814074,70472,2376738
1078,1078.95,1051,1057.25,4828549680,139666,4549527
1078,1092,1068.95,1078.95,4292139083,85130,3980506
1078.55,1081.35,1060,1077.05,4249228755,108976,3965506
1090,1090,1058,1070,6441243728,122143,5978299
1074,1092,1065,1085.4,3828008081,82510,3535667
1068.5,1076,1054.25,1062.85,4520496075,150481,4238301
1086.9,1087.95,1060.45,1065.3,3623721353,175039,3376122
1095.55,1106.45,1083.1,1087.6,2443351940,100221,2240151
1103.95,1117,1090,1098,4264915293,166660,3855374
1105,1112,1076.65,1103.15,6970413691,221999,6332830
1035,1149,1035,1112.65,21063364548,408583,19155056
1001.4,1010.8,987.4,1001.25,2186285827,74145,2188590
991,1004.5,989.1,1001.85,1719615242,59447,1723989
987.7,991.5,979.5,989.05,1714517983,52615,1736469
970,985.95,968,984,2024840507,74801,2064783
955,973.5,945.5,971.25,2579856182,76138,2683537
941,955,934.05,950.15,3089416555,84133,3265884
948.1,952.1,932.65,937.5,3487806639,134681,3705761
957.5,966,934.05,938,4047609151,138299,4293886
979,979,954.8,957.5,3380333779,109474,3512089
985,990,979,980.5,1722475961,58985,1748709
985,988,975,983.3,2112607723,60404,2152801
988,993,982,990.3,1333778443,35728,1347653
999,1001.4,985.05,988,1982777631,78544,2003784
989,1005,986,997.4,3423647679,80010,3440426
990,993.45,980,984.35,3065047324,71225,3106265
987,999.5,982.5,990.15,2816829754,76492,2845334
999,1011.6,998.1,1005.25,2675854600,63866,2660142
999.2,1003.5,987.65,990.45,3536892263,75358,3558733
1015,1015,991.2,995.1,3543930987,74881,3536847
1025,1027.4,998.15,1000.4,3490994517,119559,3476058
1004.9,1028.75,997,1023.85,2888003447,133708,2855434
1010.3,1010.4,993.1,995.35,3331553919,97129,3335229
1005.6,1007.95,995.8,1001.95,1740163420,40621,1737213
1011,1021,992.2,995.7,3212615218,73928,3206034
994.35,1003,985,999.35,2599482811,75473,2611722
976.95,998.8,968,990.45,2592486854,84843,2618213
2005,2025.55,1955.5,1975.05,4905085618,104931,2463231
2035.95,2044.75,1995.05,1997.65,4639906733,69953,2307366
1990,2039.35,1985,2026.5,3212123214,76174,1596460
2003.75,2007.65,1983,1992.1,3766911108,81812,1890435
2020,2024.65,1987,2000.05,3070769017,59889,1535262
2030,2044,2008.15,2011.65,3094883382,61438,1531447
2030,2055,2012.6,2028.05,3813250263,98562,1872366
2018.2,2039.45,2008,2020.9,2775067935,50402,1373949
2048.1,2055.1,2005,2008.65,2358331816,67384,1168285
2032.8,2064,2023.25,2047.8,2931284913,62717,1431223
2004.85,2056.45,2001,2023.15,9612868995,121421,4748261
1975.2,2032,1975.2,2016.6,5490996904,97941,2745135
2007,2009,1955,1968.5,4157452380,114474,2113677
2020,2031.45,2002.15,2007.3,1998042102,37399,991260
2050.5,2056.55,2007.05,2016.8,2372348161,62183,1168952
2044,2051.55,2030.1,2046.45,3518585689,78526,1722206
2048.9,2061.9,2037.25,2048.45,5147155556,99082,2514828
2040,2052,2033.6,2047.3,3008337279,63706,1470547
1987.3,2035.7,1986,2022.35,5178250883,73141,2568019
1970,1998.9,1961.6,1993.05,3205766129,72296,1617494
1935,1966.6,1932.3,1961.75,2532866454,78808,1297336
1960,1960.8,1908,1934.8,3006959163,82817,1558461
1951.75,1964.9,1928.5,1956.7,3459240022,55815,1774771
1993.65,1994.6,1942,1947.1,4048763184,88184,2071223
1965,2000,1952.2,1993.65,2369955758,54180,1196378
1958,1967.55,1945.25,1957.95,2825994395,60514,1444419
1922,1967.1,1910,1944,3293172516,68774,1694996
1975,1975,1915.3,1922.05,5074233991,94364,2627102
2000,2003.7,1952.05,1962.75,4635543851,133092,2352129
1959.5,2000,1949.9,1993.1,6583671560,112574,3340398
1960,1965,1932.3,1942.25,6381450710,97827,3283565
1960.9,1972,1937.95,1961.15,4050550196,83132,2072264
1982,1982,1952,1960.9,5099538669,105935,2598375
2000,2002,1948.1,1984.65,9776101992,191419,4955660
2135.9,2150.2,1980,1995.2,22548139448,317809,10891363
2148.7,2150,2112,2122,6317195719,96511,2972950
2151.05,2155,2097.95,2137.7,6563482786,95691,3087746
2148,2155.1,2120.1,2142.6,4745571561,55322,2220412
2176,2180,2115.15,2132.15,6832298664,77890,3206346
2180.05,2194.95,2153.45,2179.25,3510786628,38470,1612579
2222,2231,2160.5,2194.65,4917164807,55664,2251953
2236.5,2245,2195.05,2213.7,3452862597,58780,1559446
2238,2244,2216.1,2238.8,2723274134,44676,1218084
2210.2,2238,2210.2,2233.95,3971279957,55733,1780944
2211.4,2218.9,2184.4,2215,5827671747,65171,2645387
2182.5,2204.9,2173.05,2200.55,5580179493,84366,2546394
2175,2182.8,2138,2159.5,4614786256,71104,2135567
2179,2184.7,2160.4,2178.2,4202294186,54198,1935438
2198.9,2199.5,2157.7,2173.95,3657560037,90934,1684622
2245,2273.65,2204.35,2218.35,4453315920,92432,2004103
2205.6,2240,2194.9,2228,2562453104,52162,1155772
2164,2224.7,2163,2202.15,5549435088,72286,2518555
2208,2214.9,2132,2146.35,8487760947,131427,3935210
2222.9,2229.15,2200.75,2219.1,3416298157,105633,1542742
2234.9,2253.4,2206,2211.45,3745965785,43962,1684133
2253,2275,2225.5,2233.45,2850217856,67428,1269675
2241,2268.9,2232.95,2257.45,3625697619,61559,1607724
2234.6,2249,2222.75,2230.45,3845130188,72890,1722935
2254.5,2262.85,2222.55,2229.5,2745099823,58126,1226391
2266.65,2279.5,2217.25,2240.5,3108540000,61599,1384828
2210.55,2282,2210.55,2266.65,3846441862,72855,1704658
2225,2230,2192.4,2220.4,3420086790,70363,1544921
2179,2226.45,2177,2218.3,3142073181,53839,1422141
2194.1,2240,2169.1,2182.2,3741231837,78278,1695228
2198.1,2206.95,2160.2,2198,3477001163,84918,1582479
2259,2259,2179,2190.05,4394234758,88526,1996180
2267.05,2298.75,2233.35,2247.6,3208455383,52033,1421229
2300,2313.9,2251.9,2274.65,2500652736,54424,1093807
2290,2302.95,2278.3,2297.85,2812587067,63082,1226388
2303,2308.5,2278.05,2291.7,4031020876,88257,1760248
2274.75,2307.9,2256.2,2296.45,1823319896,35786,799334
2274.9,2280.65,2251.5,2265.75,4424491186,74540,1950269
2307.5,2309,2245.4,2258.1,3660544074,80377,1611444
2288.9,2334.8,2280,2317.6,3501281668,60669,1511243
2279,2295.95,2257.6,2272.8,3671313825,65245,1609419
2300,2309.2,2248.1,2265.6,2908460735,76169,1272622
2328.5,2336,2276.9,2283.1,4005441311,70405,1742907
2294,2334,2292.05,2324.7,5615938341,61974,2418406
2290.55,2304.95,2258.15,2296.5,4914857083,64543,2153441
2280.3,2306.9,2265.25,2278.75,3563751257,90275,1561069
2299.6,2326.7,2286,2296.1,3258571860,46058,1414379
2283,2321.95,2273,2311.2,3617897322,66827,1571884
2280.5,2293.2,2256.25,2284.85,3304009087,58510,1449243
2243,2298,2241,2278.3,4835242360,84805,2129230
2200,2254,2200,2248.9,3658597287,96994,1634217
2205,2247.8,2188.5,2230.5,4154533923,79072,1863432
2150.8,2220,2148,2193.8,6500911821,112707,2968984
2139.9,2150,2126.4,2142.85,2764378328,49317,1290004
2136.85,2139.95,2102,2120.9,2788217030,64490,1316489
2141.5,2152,2126.05,2136.85,4661957849,47871,2175635
2161.5,2162.55,2126.95,2141.9,5808066199,99180,2708436
2145,2149.9,2127.6,2145.5,8229076404,79209,3842356
2150,2154.8,2130.3,2144.55,7041041024,99134,3283589
2221,2221,2130.1,2136.5,7373022314,117167,3434992
2200,2225,2165.1,2215.05,5204623923,78929,2371582
2174.8,2203,2161.3,2196.45,5459951318,82961,2489599
2131.5,2175.95,2118,2169.9,4562627715,82679,2123727
2107,2133,2101.45,2124.2,3603258362,66871,1701126
2120,2132.35,2094.6,2102.5,2150712821,62963,1021936
2148,2160,2112,2118.3,3555858248,63848,1672740
2135.2,2152.8,2112.25,2134.25,4457910971,48882,2085613
2098.5,2133,2092.6,2128.65,5235637593,53263,2480315
2107.8,2107.8,2075,2088.9,4597373807,66676,2200309
2092,2119.2,2075,2115.95,6696515951,107209,3189722
1980.1,2109,1913.05,2074.45,22854388870,359214,11215832
1985.6,1997,1950,1973.45,6690160291,92752,3391230
1965,1974.75,1950,1963.55,3557161837,62463,1812479
1980,1985,1934.1,1954.2,4724458454,108209,2416829
2009.9,2030,1977.5,1995.9,4979910938,82694,2484256
1972,2019.05,1972,2013.2,3394668524,54166,1694580
1968.95,1982,1956.9,1974.4,987030556.4,14908,500691
1955,1978.95,1950,1972.55,3429407415,35025,1742202
1962.25,1975,1956.8,1966.35,2281358901,59166,1160138
1956.05,1972.8,1952.5,1957.8,1368341280,33995,698169
1945.1,1960.7,1930.95,1952.25,1103949993,28049,567187
1976,1987,1915.05,1930.55,13244837671,71870,6834872
2000.85,2021.9,1963.6,1971.65,4074739585,82095,2049238
2006,2010.1,1975.35,1999.6,5203525385,78654,2616276
1997.6,2008,1986,1998.65,7132546914,110672,3573658
1954,1981.8,1944.75,1965.9,9793454522,115260,4987495
1936,1955.5,1896.3,1938.5,8629426284,106182,4462944
1925.7,1951.6,1925.7,1938,8634464450,112848,4448189
1904.95,1957.25,1904.9,1924.8,6232144438,71918,3241571
1939.05,1960.4,1918.1,1938.65,7065130203,124280,3643125
1951,1953.95,1915,1921.05,3993352596,85589,2071483
1966,1985,1959.1,1963.75,3841993037,61729,1951178
1982.75,1986,1952.45,1964.8,4940618049,100292,2512615
2009,2019,1957.75,1970.15,82685068301,199122,41580102
2115,2116.6,2059.8,2070.3,3824320996,81929,1839690
2110,2144.9,2095,2101.8,4960847514,76687,2349807
2101.5,2132.95,2084.55,2123.5,6735728670,121736,3193761
2164.95,2164.95,2115,2126.6,5688309769,80363,2663748
4387,4402.2,4292.6,4349.85,9974843286,69001,2292733
4370.1,4398,4343.4,4359.85,7838131169,54548,1793408
4321.9,4376.4,4312,4365.9,9467655379,74048,2173629
4300,4317.7,4271.6,4300.45,4255508363,53341,991350
4295,4319.95,4246,4303.2,7987751855,117146,1860822
4200,4281.65,4191.95,4275.1,5868582519,74227,1380930
4170,4179,4101.6,4146.15,5427121794,69014,1307909
4190,4232.5,4183.85,4225.6,2816097869,47251,668491
4180,4189.95,4139.75,4173.35,2703843065,49340,650140
4225,4227.8,4172.1,4182.35,2756838596,56184,658390
4185,4227.9,4148.1,4218.45,2854490241,42830,682273
4194,4211.45,4174,4191.65,2743272727,60075,654147
4122,4201.05,4112.4,4178.6,2575316890,38025,619585
4121,4150.7,4097.1,4106,2777109169,33273,674112
4165,4165,4103.8,4125.2,3225149088,62444,781886
4175.05,4181.1,4140,4165.5,2909418234,53788,699271
4118.3,4183,4118.3,4166.6,5184619449,80884,1246300
4085,4154,4057,4124.8,5245033740,64758,1280135
4076.9,4110,4032.45,4085.9,4367749566,72238,1072301
3987.05,4066,3987.05,4051.25,4367163350,83031,1083850
3896,3981.25,3896,3946.55,7529901192,86001,1905651
3812.95,3892.7,3812.95,3881.45,3965507430,56912,1028667
3765,3812.35,3765,3788.25,3156940843,71255,833296
3850,3850,3782.2,3803.05,2265584976,42458,595969
3804.85,3813.45,3797.15,3805.05,309296950.1,5901,81303
3809.3,3811.9,3776.2,3796.05,2539670393,37920,669165
3849.9,3849.9,3710,3772.95,12193215497,85424,3260173
3853,3862.55,3802.1,3812.35,3677894058,76003,962840
3864.9,3922.8,3837.1,3851.65,3964720630,68938,1023752
3900.1,3938.3,3854.35,3865.3,4876343752,90767,1252174
3965,3965,3900,3918.3,3367299009,90853,857564
3889.3,3985,3889.3,3942.55,8750797205,137744,2215873
3660,3908,3572.7,3888.65,22049911041,261112,5736632
3700,3714,3625.9,3646.8,5687843520,82868,1554104
3785,3792,3641,3650.15,9379927813,132545,2540960
3769.3,3892.95,3769.3,3831.3,9638371552,125004,2507932
3722,3859.95,3722,3847.3,4519865777,67772,1183858
3744.2,3756.3,3701.1,3747.75,3235785266,40128,865921
3701,3760.95,3681.1,3749.05,2334275010,34676,624518
3685,3720.25,3660.5,3680.15,4081443456,52971,1108105
3650,3718.8,3646,3691,11499288123,95343,3121939
3630,3672.25,3598.25,3644.8,2536339284,41205,695570
3645,3683.45,3595.55,3607.1,5912158272,79696,1620288
3680,3682.75,3632,3650.6,3926805724,73409,1076505
3699,3787.9,3681.3,3702.05,6862026037,72183,1844377
3673.95,3729.7,3654.45,3697,4206302999,62542,1138097
3679.9,3748.1,3671.1,3741.05,3682278429,72821,990765
3646,3690.5,3623.6,3651.25,2301940173,28843,629363
3665,3668,3627.3,3641.3,2256861565,26770,619850
3688,3708,3650,3669.9,1792600247,36413,488444
3674,3699.7,3630.6,3684.15,2303105086,55388,626629
3708,3708,3660,3667.3,2333783253,36897,635094
3748,3755.45,3720,3736.05,2014260516,28972,539600
3732.7,3790.5,3732.7,3781.65,3061332043,40571,814662
3732,3795,3705.35,3730.75,3023519497,44496,808544
3725,3725,3697.85,3708.75,2891224172,56359,779808
3610,3746.4,3610,3734.25,5485274236,79834,1482195
3600,3625,3555.55,3613.75,1608944878,50768,447979
3610.05,3618.9,3585,3599.65,1640283894,38596,455394
3629,3633.65,3581.2,3598.8,3422343829,60314,949913
3630,3650,3601.1,3630.55,2530151714,60034,696234
3622,3640,3600,3624.15,2644663525,60788,730266
3599,3635.7,3562.05,3627.8,1896976571,43844,524794
3548.95,3608,3548,3601,2179259946,58447,606880
3556.25,3563.4,3530,3548.95,1903894612,54150,537360
3563,3582.5,3547,3554.55,1751498906,36010,492278
3561,3589,3530,3547.8,2857705291,63828,803103
3612,3612,3550,3559.8,3027427309,77550,847236
3608,3627.7,3586.6,3612.55,3052665157,44081,845310
3560.05,3625,3550.75,3608.4,4022138603,60497,1117670
3599,3599,3541,3576.8,2636912453,30201,739617
3524,3583.7,3510,3573.5,2495523437,51438,703584
3500,3520,3475,3482.65,1663107291,29694,476419
3499,3544.4,3482.35,3507.35,3411164790,44860,969278
3525,3608.35,3525,3575.85,8048405896,97143,2250523
3476,3520,3470.05,3513,4802565520,63849,1373203
3355,3482.9,3349.3,3465.55,5629186041,96977,1635870
3350,3392,3330,3341.3,3191581459,54025,950876
3380,3394.9,3343.2,3367.65,3563009543,49566,1057146
3394,3394,3345.6,3372.2,4190615460,40408,1241840
3345,3387,3320.85,3371.1,1935530341,43307,575181
3399,3399,3304.7,3352.2,2232481985,52068,667209
3344,3395,3321.45,3382.25,2333893194,49756,696445
3249,3355,3249,3349.45,4904821032,104023,1478417
3205,3246.7,3198.05,3233.7,3514907180,59869,1091670
3255,3273.35,3188.1,3200.7,2995942847,45322,929496
3253,3274.7,3243.6,3251.55,1667596161,46639,512296
3260.1,3345.9,3231.65,3239.3,2020969992,38741,618334
3240,3245,3203.25,3229.6,1849566357,33671,573686
3239,3257.95,3217.05,3225.65,1671533554,45886,517475
3315,3315,3185.8,3225.25,3315697168,73868,1028950
3401.4,3432,3300.35,3326.65,6624209414,112001,1978295
3315,3381.7,3250.6,3292.7,4725792039,111179,1418202
3330,3384,3290,3310.35,3441945560,75486,1033844
3349,3406.35,3303.05,3342.15,4801126921,87942,1432560
3265,3368,3260,3345.45,4850850506,72438,1454789
3200.05,3258.4,3200.05,3245.95,2319718616,78491,719121
3210.2,3228.4,3190.5,3210.7,3012009948,76610,938114
3212,3243.6,3198.2,3215.3,2460173207,77411,764954
3245,3254.8,3206,3221.05,1878772995,37209,582814
3220,3263,3211.4,3255.55,2962885797,50263,911322
3200,3235.6,3172,3223.4,2773274925,70301,861343
3220,3235,3168.75,3182.5,2940545618,41561,922069
3245,3245,3206,3211.25,2587924111,56604,804190
3230,3234.9,3192.15,3203.8,4264369176,84836,1329753
3300,3308.95,3221.45,3232.55,2568375118,73560,791014
3320,3339.4,3292.85,3316.6,3671425373,72433,1106625
3245.85,3323,3245.1,3311.9,4660261546,124172,1414213
3245,3275,3212.75,3240.5,3974725731,79398,1223910
3249,3267,3218.55,3246.85,4096906531,74804,1259924
3186,3259.7,3180,3244.15,3792942150,80810,1171916
3188.5,3207,3131.05,3187,4027376430,94715,1268968
3280,3297.05,3120.7,3175.05,8419860528,163409,2641107
3105,3257.25,3090.35,3193.35,8146073014,138700,2546963
3000,3089.2,2996.35,3075.15,3981597854,83561,1309897
3006,3015,2976.1,2986.45,4055325508,78968,1357293
3000.15,3010,2950,3003.05,6283168505,137765,2110303
3000,3068.4,2962,3041.15,4551449388,103719,1519215
3015,3027.35,2953.5,2984.5,2051448941,57942,688501
3008,3036.95,2974.75,3017.2,2565450448,59185,853117
2960.5,2997.7,2960.5,2993.15,2325310249,47069,778732
2940,2959.45,2880,2939.4,10278774320,123309,3504452
3025,3025,2915,2924.5,15245816235,221589,5167666
3123.5,3188,3118,3173.3,2130202763,64482,673665
3100,3155,3099.5,3134.05,1955902946,59605,623016
3071,3110.95,3050.15,3094.85,2222491949,44262,718818
3125,3171,3012.15,3069.55,3524574288,78657,1135222
3160,3180,3081.15,3113.9,3830155342,55699,1229093
3118,3164.3,3099.05,3157.1,2666896478,84270,848538
3049,3138.85,3042.2,3122.2,3400800398,89593,1098418
3198,3198,3000.1,3015.05,6533090611,109779,2155814
3299,3340,3059.05,3177.55,5700136603,115835,1773599
3254.1,3294.85,3205.25,3272.45,3411806434,48138,1051149
3250.25,3265,3217.15,3254.1,2104767462,50507,648086
3183,3275,3183,3265.25,2957414763,71192,912496
3118.2,3186.5,3105.05,3175.1,2771980410,45319,880525
3065,3125,3052.85,3111.45,2396188657,46522,772425
3070,3088.4,3046.45,3065.3,3506571692,53685,1145249
3151,3170,3050,3067.35,6015536246,89390,1949509
3176.9,3184.5,3155,3165.15,1806287680,31473,570753
3192,3233,3174.55,3176.9,1671917320,37693,524586
3185,3247,3185,3219.7,1917297589,33364,595549
3177.65,3190,3171,3180.8,3075999837,42805,967742
3183,3195,3171,3177.75,1923892614,32535,604433
3169,3193,3165,3178.05,2401491020,48043,755310
3188,3200,3163.35,3175.6,2366241187,33128,745363
3174.05,3191.85,3164,3172.65,4771823149,81404,1502090
3172.05,3200,3142.4,3150.65,2619336070,81489,828362
3210,3220,3170,3182.95,2437328482,70528,764953
3180,3210.05,3158.35,3192.05,3344606997,73687,1048989
3241.95,3241.95,3147.5,3157.3,5240223411,119238,1649788
3332.2,3388,3247.5,3259.8,8593220587,115223,2597798
3210,3255.6,3165,3235.15,7476007910,124553,2334792
3254.5,3257.75,3186.15,3201.2,8535512793,71570,2657905
3281.05,3309.8,3230.5,3254.55,4335099174,115036,1333085
3298,3314.45,3256,3293.4,2914489258,56028,887193
3351,3356,3306.1,3316.05,1635395923,42189,490698
3339.5,3348,3319.05,3338.15,1958759476,68049,587527
3348.8,3350,3310.5,3322.05,2353012164,74225,705550
3283.05,3325,3275,3313.95,3569724437,97887,1078544
3285.3,3304.95,3230.05,3282.8,3747983272,101552,1147116
3240.1,3279,3227.3,3262.6,2907061198,66210,893353
3248,3262.9,3215.95,3231.05,5500978551,57445,1699921
3260,3268.95,3230.6,3248.9,3440709906,66197,1057321
3248,3279.7,3246,3254.4,3077903656,77162,943508
3272.2,3318.45,3270,3275.8,3346904364,94384,1020043
3294,3313.8,3281.2,3296.05,170417244.2,3151,51669
3330,3338,3270.5,3305.65,5107797720,76457,1547540
3270,3349.5,3270,3303.05,3324587291,57561,1002879
3350,3357.85,3238.75,3271.75,6453064649,143832,1972231
3400,3411.9,3340,3350.55,4976424868,104770,1475539
3340,3403.9,3335.05,3394.15,4721627215,95242,1395943
3420,3439.9,3340,3357.6,17261392183,256451,5098860
3673.4,3703.35,3652,3671.3,1807558197,45369,492513
3653,3708.9,3631.05,3675.35,1895936687,35319,515534
3729.7,3729.7,3645.3,3671.6,3411673946,64998,929059
3827,3834,3708.3,3740.3,7068894064,99935,1884093
3838,3849.95,3817.35,3831.9,2980613527,65047,778289
3827.9,3844.4,3809.9,3821.7,2365776020,48641,617938
3770,3824.45,3761.9,3799.55,3294424418,49982,867239
3825,3849.95,3791.95,3798.25,3433492207,55090,900522
3761.1,3837.15,3761.1,3824.85,4689238737,76621,1229937
3780,3817.8,3772.1,3807.5,3492666508,48908,919021
3755,3792.1,3755,3782.9,3829772494,33909,1012439
3746,3753.7,3730,3749.9,2040472153,38487,544701
3736,3755.4,3727.25,3750.7,2580864425,61267,689748
3744.9,3744.9,3706,3711.25,4102736413,26707,1102106
3695.65,3762,3695.1,3753.4,3297849882,58699,883038
3647,3694.6,3647,3682,2287609486,16735,622280
3685,3685,3648.85,3658.15,6219188039,36332,1696240
3615.55,3664,3603.25,3644.3,2703634556,59800,745271
3604.8,3617.95,3580.05,3585.8,1611730573,23430,448540
3600.5,3627.45,3593.2,3600.1,1898697518,31693,526089
3584,3622,3573.5,3596.25,2624835041,32700,729199
3579.9,3586,3557.5,3573.8,2701617778,50814,756178
3587,3601.85,3548.85,3566.55,3383061498,74043,943932
3572,3583,3541,3563.7,2557783010,56963,718738
